league,year,position,team,matches,wins,draws,loses,scored,against,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff,goals/game,against/game,xG/game,xGA/game
La_liga,2014,18,Eibar,38,9,8,21,34,55,35,29.5601069,-4.439893100000006,28.0735569,53.71796199999999,-1.2820380000000071,50.001575,-21.9280181,9.636161419876489,8.056607783421207,106,225,35.65370000000001,0.6537000000000077,0.8947368421052632,1.4473684210526316,0.7778975499999999,1.4136305789473682
La_liga,2014,19,Almeria,38,8,8,22,35,64,32,38.6699445,3.6699445,34.210265500000006,58.866805000000014,-5.133194999999986,57.38025000000001,-23.16998450000001,8.761424561450733,6.230163608502944,136,220,39.325500000000005,7.325500000000005,0.9210526315789472,1.6842105263157894,1.0176301184210526,1.5491264473684214
La_liga,2014,20,Cordoba,38,3,11,24,22,68,20,29.7645145,7.764514499999997,27.5346865,57.33977600000001,-10.660223999999992,52.13732600000001,-24.60263950000001,11.606826266670415,7.530367498117108,91,253,36.2912,16.291200000000003,0.5789473684210527,1.7894736842105263,0.7832766973684211,1.5089414736842108
La_liga,2015,1,Barcelona,38,29,4,5,112,29,91,113.59827,1.5982699999999852,99.47702,34.029090100000005,5.029090100000005,33.2859401,66.19107989999999,6.012151909468335,15.064389542698626,570,163,94.37999999999998,3.379999999999981,2.9473684210526314,0.7631578947368421,2.989428157894737,0.8955023710526318
La_liga,2015,2,Real Madrid,38,28,6,4,110,34,90,90.454148,-19.545852,83.76463800000002,45.233782,11.233781999999998,42.26067099999999,41.50396699999999,9.251966893412057,14.571880585412604,404,211,79.09270000000002,-10.907299999999978,2.8947368421052637,0.8947368421052632,2.3803723157894736,1.1903626842105262
La_liga,2015,3,Atletico Madrid,38,28,4,6,63,18,88,54.92736500000001,-8.072634999999991,53.44093500000001,27.797052,9.797052,27.053774,26.387161,8.834883908940133,9.045123902718023,261,170,72.28030000000001,-15.719699999999987,1.6578947368421053,0.4736842105263157,1.4454569736842109,0.7315013684210526
La_liga,2015,4,Villarreal,38,18,10,10,44,35,64,40.488814,-3.511186000000002,38.258973,41.63078800000001,6.63078800000001,39.400958,-1.1419849999999987,9.924385958226544,9.034771594108914,188,215,52.1071,-11.892899999999996,1.1578947368421053,0.9210526315789472,1.0654951052631578,1.0955470526315791
La_liga,2015,5,Athletic Club,38,18,8,12,58,45,62,53.89661400000001,-4.103385999999993,50.039775000000006,45.326224,0.3262239999999963,40.123397,9.916378000000003,8.112320106464502,9.674713458534471,221,174,58.23810000000002,-3.761899999999983,1.5263157894736843,1.1842105263157894,1.4183319473684213,1.1927953684210528
La_liga,2015,6,Celta Vigo,38,17,9,12,51,59,60,50.20347,-0.7965299999999971,46.48721,51.98172580000002,-7.018274199999979,48.26545480000002,-1.7782448000000008,6.435314606547314,11.222888296863315,321,245,53.081,-6.919000000000004,1.3421052631578947,1.5526315789473684,1.3211439473684212,1.3679401526315795
La_liga,2015,7,Sevilla,38,14,10,14,51,50,52,62.97063399999999,11.97063399999999,57.76782999999999,46.0882856,-3.911714400000001,43.8584456,13.909384400000006,8.600500029023523,8.957717525987354,296,216,63.6363,11.6363,1.3421052631578947,1.3157894736842106,1.6571219473684209,1.2128496210526316
La_liga,2015,8,Malaga,38,12,12,14,38,35,48,45.751884,7.751884000000004,42.778771000000006,45.25460600000001,10.25460600000001,43.76818000000001,-0.989408999999998,7.83013294058133,7.261826846638326,196,191,53.08010000000001,5.080100000000009,1.0,0.9210526315789472,1.2039969473684209,1.1909106842105266
La_liga,2015,9,Real Sociedad,38,13,9,16,45,48,48,47.947144,2.9471439999999944,47.203864,48.036505000000005,0.0365050000000053,42.822658,4.381206,8.157426954128175,9.268504881207772,185,183,52.7503,4.750300000000003,1.1842105263157894,1.263157894736842,1.261766947368421,1.264118552631579
La_liga,2015,10,Real Betis,38,11,12,15,34,52,45,40.112455100000005,6.112455100000005,37.1393511,64.394609,12.394609000000004,63.65132900000001,-26.5119779,11.124883653663153,6.627317033432555,152,283,40.48800000000001,-4.511999999999993,0.8947368421052632,1.368421052631579,1.0555909236842107,1.6945949736842103
La_liga,2015,11,Valencia,38,11,11,16,46,48,44,50.50809900000001,4.5080990000000085,46.63637500000001,61.685717,13.685716999999997,58.586166000000006,-11.949791,9.061171747361186,7.278318840048795,203,250,46.72509999999999,2.7250999999999905,1.2105263157894737,1.263157894736842,1.3291605000000002,1.623308342105263
La_liga,2015,12,Las Palmas,38,12,8,18,45,53,44,38.676393,-6.323606999999996,34.949103,59.23681529999999,6.236815299999989,56.26372229999999,-21.314619300000004,10.07955223579162,8.927858357891036,228,250,41.17930000000001,-2.820699999999988,1.1842105263157894,1.394736842105263,1.0177998157894736,1.5588635605263157
La_liga,2015,13,Espanyol,38,12,7,19,40,74,43,46.09186,6.091859999999997,43.862022,60.84227799999999,-13.157722000000009,56.382991,-12.520969,8.504199708180982,7.50859744963642,186,219,43.1508,0.1507999999999967,1.0526315789473684,1.947368421052632,1.2129436842105263,1.601112578947368
La_liga,2015,14,Eibar,38,11,10,17,49,61,43,52.916666,3.9166659999999993,46.843993000000005,50.580983,-10.419016999999997,47.45242,-0.6084269999999985,7.804410334637702,7.974348621324925,191,218,54.02529999999999,11.025299999999987,1.2894736842105263,1.605263157894737,1.3925438421052632,1.3310785
La_liga,2015,15,Deportivo La Coruna,38,8,18,12,45,61,42,43.74708699999999,-1.2529130000000066,43.00381399999999,52.374037,-8.625962999999999,49.400919,-6.397105,11.324321016787865,8.739138471099285,166,240,46.07909999999999,4.07909999999999,1.1842105263157894,1.605263157894737,1.1512391315789472,1.3782641315789474
La_liga,2015,16,Sporting Gijon,38,10,9,19,40,62,39,42.5678716,2.5678715999999966,40.9817666,60.61672700000001,-1.3832729999999884,53.043757000000014,-12.061990399999996,11.566715504623808,6.814093478366836,132,265,40.6074,1.6073999999999984,1.0526315789473684,1.631578947368421,1.120207147368421,1.5951770263157898
La_liga,2015,17,Granada,38,10,9,19,46,69,39,41.353233,-4.646766999999997,36.150419,62.37492,-6.625080000000004,58.65852399999999,-22.508105,8.999244943285099,7.2419761155766595,117,268,38.4994,-0.5006000000000057,1.2105263157894737,1.8157894736842104,1.0882429736842103,1.6414452631578949
La_liga,2015,18,Rayo Vallecano,38,9,11,18,52,73,38,52.25944080000001,0.2594408000000072,49.8896658,65.08895700000002,-7.911042999999978,58.399829,-8.510163200000001,6.963565825291231,9.27039521927305,157,240,45.77530000000001,7.775300000000008,1.368421052631579,1.9210526315789476,1.375248442105263,1.7128672894736847
La_liga,2015,19,Getafe,38,9,9,20,37,67,36,41.773186,4.773185999999996,40.286629,63.348645,-3.6513550000000015,55.77580799999999,-15.489179,9.866715449685875,7.230706595147383,159,229,40.87899999999999,4.878999999999991,0.9736842105263158,1.763157894736842,1.0992943684210528,1.6670696052631575
La_liga,2015,20,Levante,38,8,8,22,37,70,32,39.2222133,2.2222133,37.7356503,63.54510100000001,-6.45489899999999,58.242861000000005,-20.50721069999999,10.851727587375509,7.591024497509575,169,272,37.3269,5.326900000000002,0.9736842105263158,1.8421052631578947,1.0321635078947369,1.6722395000000003
La_liga,2016,1,Real Madrid,38,29,6,3,106,41,93,90.86640999999996,-15.133590000000028,84.92033999999998,36.862559,-4.137441000000003,33.889827999999994,51.030512000000016,9.74243924598858,13.407533416463902,333,173,86.1701,-6.829899999999995,2.789473684210526,1.0789473684210529,2.3912213157894726,0.9700673421052632
La_liga,2016,2,Barcelona,38,28,6,4,116,37,90,93.55159400000002,-22.448405999999977,86.86223400000003,31.315663300000004,-5.684336699999996,31.315663300000004,55.54657070000001,6.702330217409409,15.710111355512122,552,144,87.95349999999999,-2.046500000000009,3.0526315789473686,0.9736842105263158,2.4618840526315795,0.824096402631579
La_liga,2016,3,Atletico Madrid,38,23,9,6,70,27,78,60.6589,-9.341100000000004,54.53281,31.3361685,4.336168499999999,28.363577500000005,26.1692325,9.954443662371872,8.828842703081074,265,168,69.10210000000001,-8.897899999999993,1.8421052631578947,0.7105263157894737,1.5962868421052632,0.8246360131578947
La_liga,2016,4,Sevilla,38,21,9,8,69,49,72,59.09482499999999,-9.905175000000009,55.27058399999999,38.704635,-10.295364999999997,34.870096000000004,20.400488,6.97983493590817,10.788850101732494,338,201,66.1788,-5.821200000000005,1.8157894736842104,1.2894736842105263,1.5551269736842104,1.0185430263157895
La_liga,2016,5,Villarreal,38,19,10,9,56,33,67,52.228737,-3.7712630000000047,46.282513,43.1643821,10.164382099999996,38.7047361,7.5777769,11.527583287821749,10.59270360048253,268,260,59.57190000000002,-7.428099999999979,1.4736842105263157,0.868421052631579,1.374440447368421,1.1359047921052632
La_liga,2016,6,Real Sociedad,38,19,7,12,59,53,64,45.58364529999999,-13.416354700000008,39.637928299999984,43.7127224,-9.287277600000005,38.3785894,1.2593389,7.096117847057872,11.220293953585088,229,168,54.93579999999999,-9.064200000000014,1.5526315789473684,1.394736842105263,1.1995696131578946,1.1503348
La_liga,2016,7,Athletic Club,38,19,6,13,53,43,63,51.081266,-1.9187340000000008,45.135026,40.45537599999999,-2.544624000000013,37.96999299999999,7.165033,7.993490614988312,9.94240019558706,233,167,60.5416,-2.458399999999997,1.394736842105263,1.131578947368421,1.3442438421052632,1.0646151578947365
La_liga,2016,8,Espanyol,38,15,11,12,49,50,56,32.5531964,-16.446803600000003,29.5800924,38.34797899999999,-11.652021000000012,36.86142099999999,-7.281328600000001,11.62152118436746,8.024812780117776,117,254,46.923100000000005,-9.076899999999997,1.2894736842105263,1.3157894736842106,0.8566630631578946,1.0091573421052629
La_liga,2016,9,Alaves,38,14,13,11,41,43,55,42.60110549999998,1.6011054999999814,39.62826649999999,43.968918,0.9689180000000022,39.509381000000005,0.1188854999999987,12.401874814323945,7.920983068531751,110,248,52.791,-2.208999999999996,1.0789473684210529,1.131578947368421,1.12108172368421,1.1570767894736842
La_liga,2016,10,Eibar,38,15,9,14,56,51,54,42.98034800000001,-13.019651999999986,36.892681,45.1701273,-5.829872700000003,40.7104633,-3.8177823,7.8213999262240765,9.458058160776154,157,218,50.0492,-3.950800000000001,1.4736842105263157,1.3421052631578947,1.1310617894736843,1.1886875605263156
La_liga,2016,11,Malaga,38,12,10,16,49,55,46,40.369334,-8.630666000000005,36.534783,47.34811859999999,-7.651881400000015,42.14516159999999,-5.610378599999999,8.766319809540018,8.537794224195338,167,198,45.7466,-0.2533999999999992,1.2894736842105263,1.4473684210526316,1.062350894736842,1.2460031210526314
La_liga,2016,12,Valencia,38,13,7,18,56,65,46,50.33957299999999,-5.660427000000013,45.880026,50.961089300000005,-14.038910699999995,41.1572983,4.722727700000002,9.849351042189191,8.670477773416385,174,230,53.3876,7.387599999999999,1.4736842105263157,1.7105263157894737,1.3247256052631575,1.3410812973684212
La_liga,2016,13,Celta Vigo,38,13,6,19,53,69,45,40.48075299999999,-12.519247000000007,35.2780471,55.97525799999999,-13.02474200000001,48.53457799999999,-13.2565309,8.830990180312298,10.243297927267026,206,241,42.63019999999999,-2.369800000000012,1.394736842105263,1.8157894736842104,1.0652829736842104,1.4730331052631576
La_liga,2016,14,Las Palmas,38,10,9,19,53,74,39,40.79691400000001,-12.203085999999992,36.337239,58.39414600000001,-15.605853999999988,50.218214,-13.880975,10.230977404818498,10.034511758172991,270,211,42.10850000000001,3.1085000000000065,1.394736842105263,1.947368421052632,1.0736030000000003,1.5366880526315794
La_liga,2016,15,Real Betis,38,10,9,19,41,64,39,35.715405,-5.284595000000003,34.228847,48.26806599999999,-15.73193400000001,44.452251,-10.223404,9.142622111885323,8.284595438721025,181,217,44.561800000000005,5.561800000000005,1.0789473684210529,1.6842105263157894,0.9398790789473684,1.2702122631578945
La_liga,2016,16,Deportivo La Coruna,38,8,12,18,43,61,36,40.99535209999999,-2.004647900000009,35.661224100000005,48.60422199999999,-12.395778000000014,46.37438499999998,-10.713160899999998,10.113410391439748,8.90967485577662,103,232,51.1573,15.1573,1.131578947368421,1.605263157894737,1.0788250552631578,1.2790584736842103
La_liga,2016,17,Leganes,38,8,11,19,36,55,35,33.1895923,-2.810407699999999,30.2167313,46.3858863,-8.614113699999997,41.0112104,-10.794479099999997,9.207090662466864,7.526390223398837,165,164,40.9461,5.946100000000001,0.9473684210526316,1.4473684210526316,0.8734103236842106,1.2206812184210527
La_liga,2016,18,Sporting Gijon,38,7,10,21,42,72,31,36.354798,-5.645201999999998,31.0043,64.43206899999998,-7.567931000000016,57.742839,-26.73853900000001,9.532080707223518,7.762877161177519,201,247,33.85989999999999,2.859899999999989,1.105263157894737,1.894736842105263,0.956705210526316,1.6955807631578943
La_liga,2016,19,Osasuna,38,4,10,24,40,94,22,33.12960600000001,-6.87039399999999,28.670334000000004,64.82491300000001,-29.17508699999999,58.135549,-29.465215,11.472048212234006,6.877610706940522,136,270,31.6423,9.6423,1.0526315789473684,2.473684210526316,0.8718317368421055,1.705918763157895
La_liga,2016,20,Granada,38,4,8,26,30,82,20,29.686114199999995,-0.3138858000000049,28.843287199999995,74.02516999999999,-7.974830000000011,71.05205899999999,-42.208771800000015,12.012297570052391,8.256404423687089,113,307,26.4951,6.495099999999997,0.7894736842105263,2.1578947368421053,0.7812135315789472,1.948030789473684
La_liga,2017,1,Barcelona,38,28,9,1,99,29,93,90.48675199999995,-8.513248000000033,86.77036199999999,41.62082,12.620820000000002,40.134388,46.635974,9.10988260533254,13.939373439479969,528,188,79.43750000000003,-13.562499999999972,2.6052631578947367,0.7631578947368421,2.3812303157894723,1.0952847368421053
La_liga,2017,2,Atletico Madrid,38,23,10,5,58,22,79,50.29048,-7.709520000000005,46.574090000000005,35.483819999999994,13.483819999999994,32.510845999999994,14.063243999999996,10.56997071624339,9.87349128092797,257,233,61.5989,-17.4011,1.5263157894736843,0.5789473684210527,1.3234336842105263,0.9337847368421052
La_liga,2017,3,Real Madrid,38,22,10,6,94,44,76,91.28737,-2.71262999999999,83.70159,45.097867999999984,1.097867999999984,42.12476669999998,41.5768233,9.30338211909132,13.999744400887844,453,188,79.9894,3.9894000000000034,2.473684210526316,1.1578947368421053,2.402299210526316,1.1867859999999997
La_liga,2017,4,Valencia,38,22,7,9,65,38,73,57.76337360000001,-7.236626399999992,51.8179286,47.890202,9.890201999999997,44.173822,7.644106600000001,10.62150545054771,8.630357941487558,234,250,58.23430000000001,-14.765699999999988,1.7105263157894737,1.0,1.5200887789473687,1.260268473684211
La_liga,2017,5,Villarreal,38,18,7,13,57,50,61,55.669446,-1.3305539999999991,51.953572,54.236571000000005,4.236571000000005,48.2908652,3.662706800000001,9.649503439793085,11.54065914189152,230,257,54.9601,-6.039900000000003,1.5,1.3157894736842106,1.4649854210526316,1.4272781842105264
La_liga,2017,6,Real Betis,38,18,6,14,60,61,60,46.715464,-13.284536000000005,44.485641,49.7602212,-11.239778799999996,46.6235352,-2.137894199999999,9.809805688256075,12.713700427579646,183,236,50.5059,-9.494100000000005,1.5789473684210529,1.605263157894737,1.2293543157894735,1.3094795052631578
La_liga,2017,7,Sevilla,38,17,7,14,49,58,58,61.491078000000016,12.491078000000016,57.77468100000001,54.032522,-3.967478,48.086305,9.688376000000002,9.087484049432916,11.414897329838332,350,233,58.61090000000002,0.6109000000000222,1.2894736842105263,1.5263157894736843,1.6181862631578952,1.4219084736842105
La_liga,2017,8,Getafe,38,15,10,13,42,33,55,49.029457,7.029457000000001,39.9465659,39.6481411,6.648141099999997,36.6750241,3.2715418000000005,9.517908178234672,5.579030861649312,189,208,57.5273,2.5272999999999968,1.105263157894737,0.868421052631579,1.290248868421053,1.0433721342105262
La_liga,2017,9,Eibar,38,14,9,15,44,50,51,41.42352,-2.576480000000004,39.19368599999999,45.53158100000002,-4.468418999999983,42.558602000000015,-3.364916000000001,7.367009279838197,12.008982722435068,149,168,50.78559999999999,-0.2144000000000119,1.1578947368421053,1.3157894736842106,1.0900926315789474,1.1981995000000003
La_liga,2017,10,Girona,38,14,9,15,50,59,51,52.098753000000016,2.0987530000000163,46.152541000000014,51.60399700000001,-7.396002999999993,47.887726000000015,-1.7351850000000009,9.570753075196418,8.705767451709619,137,236,53.0296,2.029600000000002,1.3157894736842106,1.5526315789473684,1.3710198157894742,1.3579999210526317
La_liga,2017,11,Celta Vigo,38,13,10,15,59,60,49,54.59000819999999,-4.409991800000007,52.36083319999999,57.683858,-2.316142,53.967466,-1.6066328000000016,10.474937577601754,11.510223269126156,250,274,48.8286,-0.1714000000000055,1.5526315789473684,1.5789473684210529,1.4365791631578946,1.5179962631578947
La_liga,2017,12,Espanyol,38,12,13,13,36,42,49,41.576662000000006,5.576662000000006,39.183232,53.371869,11.371869000000004,48.912202999999984,-9.728971,10.87813887604705,9.337775531243617,175,219,44.6792,-4.320799999999998,0.9473684210526316,1.105263157894737,1.0941226842105265,1.4045228684210525
La_liga,2017,13,Real Sociedad,38,14,7,17,66,59,49,56.348762000000015,-9.651237999999983,52.63249200000001,51.13120399999997,-7.868796000000032,44.89770599999998,7.7347860000000015,9.64014974244781,12.743521584429892,243,195,55.8397,6.839700000000001,1.736842105263158,1.5526315789473684,1.4828621578947372,1.3455579999999991
La_liga,2017,14,Alaves,38,15,2,21,40,50,47,37.879523000000006,-2.120476999999994,35.649694000000004,58.200749,8.200749000000002,50.767956,-15.118262,11.997596010452453,6.875615653453491,134,277,39.025400000000005,-7.974599999999995,1.0526315789473684,1.3157894736842106,0.9968295526315792,1.531598657894737
La_liga,2017,15,Levante,38,11,13,14,44,58,46,44.202161,0.2021609999999967,40.485893,65.115931,7.115931000000003,60.657301,-20.171407999999992,12.536207618084712,7.648646963468272,179,283,41.8183,-4.181699999999999,1.1578947368421053,1.5263157894736843,1.1632147631578946,1.7135771315789474
La_liga,2017,16,Athletic Club,38,10,13,15,41,49,43,51.785618,10.785618,45.839529,50.70784199999999,1.7078419999999923,46.248179,-0.4086499999999997,8.78152695975603,10.213549707871776,208,204,54.127,11.126999999999995,1.0789473684210529,1.2894736842105263,1.3627794210526316,1.334416894736842
La_liga,2017,17,Leganes,38,12,7,19,34,51,43,39.25696089999999,5.256960899999989,37.0271209,48.7653586,-2.234641400000001,43.56333959999999,-6.536218700000001,10.806508218307195,7.30629108041208,145,186,44.5758,1.575800000000001,0.8947368421052632,1.3421052631578947,1.0330779184210523,1.2832989105263155
La_liga,2017,18,Deportivo La Coruna,38,6,11,21,38,76,29,49.775169,11.775168999999998,46.058785,60.873909000000005,-15.126090999999995,57.157532,-11.098747,11.097662584368916,9.285734990706654,217,277,49.15869999999999,20.15869999999999,1.0,2.0,1.3098728684210523,1.6019449736842106
La_liga,2017,19,Las Palmas,38,5,7,26,24,74,22,37.87521519999999,13.875215199999984,31.9291232,74.42937100000002,0.4293710000000175,70.71312100000002,-38.7839978,9.145376239279278,8.97190284321009,215,230,31.053200000000007,9.053200000000007,0.631578947368421,1.947368421052632,0.996716189473684,1.9586676578947373
La_liga,2017,20,Malaga,38,5,5,28,24,61,20,35.876437,11.876437000000005,31.293488,60.23637499999997,-0.763625000000026,54.88016399999998,-23.586676000000004,10.538918104914003,8.20495991141666,122,256,35.831599999999995,15.831599999999996,0.631578947368421,1.605263157894737,0.9441167631578948,1.5851677631578938
La_liga,2018,1,Barcelona,38,26,9,3,90,36,87,83.279534,-6.720466000000002,76.584704,44.93094999999999,8.930949999999989,43.44439999999999,33.140304000000015,9.015263901517136,16.404884844687324,417,171,73.96039999999999,-13.039600000000007,2.3684210526315788,0.9473684210526316,2.1915666842105264,1.1823934210526312
La_liga,2018,2,Atletico Madrid,38,22,10,6,55,29,76,51.872324000000006,-3.127675999999994,48.730936000000014,41.434059000000005,12.434059000000005,37.71779400000001,11.013142000000002,11.066204538602875,11.10477810643612,252,190,59.4276,-16.572400000000002,1.4473684210526316,0.7631578947368421,1.365061157894737,1.0903699736842107
La_liga,2018,3,Real Madrid,38,21,5,12,63,46,68,68.654773,5.654773000000006,61.96552500000001,48.67575300000001,2.675753000000008,42.729664,19.235861,8.896578362734848,14.782500589542504,341,168,64.7728,-3.2271999999999963,1.6578947368421053,1.2105263157894737,1.806704552631579,1.2809408684210528
La_liga,2018,4,Valencia,38,15,16,7,51,35,61,61.88494899999998,10.884948999999978,56.56901899999999,42.854367,7.854367000000003,36.90841000000001,19.660609,12.964657587277864,9.47400670587032,278,215,65.16159999999999,4.161599999999993,1.3421052631578947,0.9210526315789472,1.6285512894736835,1.1277465
La_liga,2018,5,Sevilla,38,17,8,13,62,47,59,69.16230599999999,7.162305999999987,64.542453,46.71073199999999,-0.2892680000000069,41.508814999999984,23.033638,10.65203081464584,10.020620488210044,321,211,65.07809999999999,6.078099999999992,1.631578947368421,1.236842105263158,1.820060684210526,1.229229789473684
La_liga,2018,6,Getafe,38,15,14,9,48,35,59,47.034178,-0.9658219999999956,42.578151,44.226041,9.226041000000002,39.02311,3.5550409999999992,8.7669032978593,5.700771442750935,186,196,53.1872,-5.812799999999996,1.263157894736842,0.9210526315789472,1.2377415263157894,1.1638431842105263
La_liga,2018,7,Espanyol,38,14,11,13,48,50,53,50.15734599999999,2.1573459999999898,47.18422799999999,54.61608600000002,4.616086000000017,48.548747000000006,-1.364519000000001,9.856488791776902,9.819171281248202,241,241,50.0883,-2.911700000000004,1.263157894736842,1.3157894736842106,1.3199301578947369,1.437265421052632
La_liga,2018,8,Athletic Club,38,13,14,11,41,45,53,44.441324,3.4413239999999945,38.91707899999999,47.15881799999999,2.158817999999989,43.44242800000001,-4.525348999999998,8.304491872691997,11.302557686903404,221,185,50.01219999999999,-2.987800000000007,1.0789473684210529,1.1842105263157894,1.1695085263157896,1.241021526315789
La_liga,2018,9,Real Sociedad,38,13,11,14,45,46,50,47.987101,2.9871010000000027,40.554466000000005,48.09444,2.0944399999999987,45.68397,-5.129504000000001,9.943556360727678,9.488771035326913,194,208,51.12550000000001,1.1255000000000095,1.1842105263157894,1.2105263157894737,1.2628184473684212,1.265643157894737
La_liga,2018,10,Alaves,38,13,11,14,39,50,50,40.87301300000001,1.873013000000008,38.643174,54.53208800000001,4.532088000000009,50.072421,-11.429247,11.228230078782056,7.096709822691347,129,270,44.01619999999999,-5.983800000000009,1.0263157894736843,1.3157894736842106,1.0756056052631582,1.435054947368421
